Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,ID,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort
Bildung,"GALERIE FÜR ZEITGENÖSSISCHE KUNST LEIPZIG - Neubau",vollständig,nein,nein,vollständig,"Karl-Tauchnitz-Str. 11",04107,Leipzig,"Di - Fr  14.00 - 19.00 Uhr;
Sa, So 12.00 - 18.00 Uhr;

freier Eintritt mittwochs",12.36529,51.33396,24-galerie-fuer-zeitgenoessische-kunst-leipzig-neubau-karl-tauchnitz-str.-11-04107-leipzig,ja,ja,0,nein,0,,nein,0,0,nein,nein,nein,ja,,ja,906,57,120,nein,nein,nein,nein,,nein,0,160,ja,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,92,ja,ja,"4,70000000e+01",145,235,75,97,75,102,nein,nein,nein,nein,ja,"""Café Neubau"" ist auch über eine Schräge von der Grassistr. (gegenüber des Einganges) zu erreichen"
Bildung,"Altes Rathaus",teilweise,nein,ja,vollständig,"Markt 1",04109,Leipzig,,12.3753349,51.340378,25-altes-rathaus-markt-1-04109-leipzig,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,ja,"separater Eingang zum Aufzug vom Naschmarkt aus;",nein,0,0,0,nein,nein,nein,ja,"im Durchgang",ja,85,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,95,140,85,85,"ja, Wache",ja,nein,nein,0,0,nein,nein,nein,92,ja,ja,"1,07000000e+02",170,170,70,95,70,104,nein,nein,nein,nein,ja,"Aufzug muß beim Sicherheitsdienst oder beim Museumsshop im Rathausdurchgang angefordert werden;
Behinderten-WC befindet sich in der 2. Etage und ist mit dem Aufzug zu erreichen;"
Bildung,"Antikenmuseum der Universität Leipzig",teilweise,nein,ja,teilweise,"Nikolaikirchhof 2",04109,Leipzig,"Di bis Do, Sa und So: 12-17 Uhr und auf Anfrage,
Mo und Fr geschlossen",12.3783697,51.3407897,26-antikenmuseum-der-universitaet-leipzig-nikolaikirchhof-2-04109-leipzig,ja,ja,1,nein,0,,ja,1,10,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,106,nein,nein,nein,nein,ja,nein,nein,ja,0,89,nein,108,153,117,110,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,"1,00000000e+02",195,125,75,25,75,88,nein,ja,nein,nein,ja,"Antikenmuseum im 2. OG, Beh.-WC im Kellerbereich -Rollstuhlfahrer bitte vorher melden (Schränke engen rechte Anfahrbarkeit auf 54 cm ein) , Schlüssel im Café"
Bildung,"Bach-Museum im Bach-Archiv Leipzig",teilweise,ja,nein,teilweise,"Thomaskirchhof 15-16, EG und 1. Etage",04109,Leipzig,"Di - So  10 - 18 Uhr
Ostermontag, Pfingstmontag, Neujahr  10 - 18 Uhr
geschlossen am 24., 25. Und 31. Dezember
Öffnungszeiten während der Bachfeste täglich:

jeder 1. Di im Monat Eintritt frei

öffentliche Überblicksführungen sonntags 11 Uhr bzw. freitags 15 Uhr",12.3724106,51.338881,27-bach-museum-im-bach-archiv-leipzig-thomaskirchhof-15-16-eg-und-1.-etage-04109-leipzig,ja,ja,4,nein,0,,ja,1,5,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,150,85,85,,ja,ja,nein,0,0,nein,nein,nein,85,ja,ja,"1,00000000e+00",150,150,70,95,70,95,nein,ja,ja,ja,ja,"Audioguide auch mit Deutscher Gebärdensprache; Audioführung für Blinde, Beschriftung mit Brailleschrift, einzelne Tastpläne und Reliefs;
Behinderten-WC befindet sich im Eingangsbereich im EG; Abstand zwischen Waschtisch und WC-Becken 88 cm;"
Bildung,"Clown - Museum",nein,nein,nein,nein,"Reiskestr. 12",04317,Leipzig,"Di - Fr  11 - 17 Uhr 
So  13 - 17 Uhr 
auch au&szlig;erhalb dieser Zeiten nach vorheriger Vereinbarung",12.40515,51.32853,28-clown-museum-reiskestr.-12-04317-leipzig,nein,nein,0,nein,0,,ja,1,9,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,92,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,"0,00000000e+00",0,0,0,0,0,0,nein,nein,nein,nein,ja,"im Raum Rieskestr. 14 können Videos angeschaut werden ( Stufe jedoch 26 cm hoch)"
Bildung,"Da Capo - Oldtimermuseum und Eventhalle",vollständig,nein,nein,teilweise,"Karl-Heine-Str. 105",04229,Leipzig,"Di, Mi, Do, Fr, Sa  11.00 - 18.00 Uhr;
So   10.00 - 18.00 Uhr",12.32587,51.32909,29-da-capo-oldtimermuseum-und-eventhalle-karl-heine-str.-105-04229-leipzig,ja,ja,0,ja,3,,nein,0,0,nein,nein,nein,ja,,ja,900,40,130,ja,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,95,ja,ja,"4,00000000e+01",135,520,65,350,65,120,nein,nein,nein,nein,ja,"Museumsführungen auf Anfrage - bitte mindestens 14 Tage vor gewünschtem Termin reservieren (Führungszuschlag pro Führung); Museumsbistro mit leichter Küche"
Bildung,"Deutsches Fotomuseum Markkleeberg",vollständig,nein,nein,nein,"Raschwitzer Str. 11b ",04416,"Markkleeberg - West","Mo - So (täglich) 10 - 19 Uhr;
auch an Feiertagen;
Donnerstag - Studententag;
täglich 10 Uhr kostenpflichtige Führungen; Führungen für Gruppen nach Voranmeldung",12.377924,51.2859931,30-deutsches-fotomuseum-markkleeberg-raschwitzer-str.-11b-04416-markkleeberg-west,ja,nein,0,ja,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,90,ja,nein,"0,00000000e+00",120,130,56,40,56,60,nein,nein,nein,nein,ja,"Spiralförmiger Fahrweg in die zwei oberen Etagen an der Innenwand des Rundbaus - da keine Ruhepodeste eingebaut sind, sollten Rollstuhlfahrer den Rundweg mit Begleitperson befahren;"
Bildung,"Forum 1813",teilweise,nein,ja,nein,"Straße des 18. Oktober 100",04299,Leipzig,"November - März: täglich 10.00 - 16.00 Uhr;
April - Oktober: täglich  10.00 - 18.00 Uhr;

Führungen: 
Di 14.00 Uhr oder nach Vereinbarung;

Rollstuhlfahrer bitte tel. voranmelden (Bedienung des Treppenliftes und des Senkrechtliftes)",12.3943653,51.3222147,31-forum-1813-strasse-des-18.-oktober-100-04299-leipzig,ja,ja,0,ja,0,,nein,4,16,nein,nein,nein,ja,"mit Treppenlift (Bedienung nur mit Hilfe des Museumspersonals)",ja,2600,0,290,nein,nein,nein,ja,"am Eingang rechts",nein,85,71,nein,nein,nein,nein,ja,ja,nein,ja,0,84,nein,110,140,93,85,Museumskasse,ja,nein,ja,4,16,nein,nein,nein,53,ja,nein,"0,00000000e+00",64,80,56,29,56,23,nein,nein,nein,nein,ja,"barrierefreier Zugang links vom Hauptzugang bzw. Zufahrt vom Parkplatz rechts neben Hauptzugang bis auf Eingangsniveau; Behinderten-WC und Lift zur Krypta unterhalb des St. Michael durch Goldene Pforte; weiterer Lift zur Sängergal. (nur 1m Rangiertiefe)"
Bildung,"Gedenkstätte Museum in der ""Runden Ecke""",teilweise,nein,ja,teilweise,"Dittrichring 24",04109,Leipzig,"Dauerausstellung: ""Stasi - Macht und Banalität""
Das Bürgerkomitee zeigt Stasi-Fundstücke

täglich  10.00 - 18.00 Uhr Führungen für Gruppen aller Art, insbesondere Reisegruppen, Schulen, Hochschulen und alle politisch Interessierten;

täglich  15.00 Uhr öffentliche Führung (ab 5 Personen)
 - nach Absprache auch fremdsprachlich;

Sa  14.00 Uhr Stadtrundgang ""Auf den Spuren der friedlichen Revolution von 1989""
Treffpunkt: Haupteingang Nikolaikirche",12.3716104,51.3411245,32-gedenkstaette-museum-in-der-runden-ecke-dittrichring-24-04109-leipzig,nein,nein,0,nein,0,,nein,14,17,nein,nein,nein,ja,"Dittrichring 24, links neben Haupteingang mit Treppenlift, dann mit Aufzug",nein,0,0,0,nein,nein,nein,ja,"nach 5 Stufen",ja,150,83,nein,nein,nein,nein,ja,nein,nein,ja,0,83,nein,83,100,0,0,Klingel,ja,ja,nein,0,0,nein,nein,nein,110,ja,ja,"6,30000000e+01",150,330,57,12,57,130,nein,nein,nein,nein,ja,"Zugang für Rollstuhlfahrer mit Treppenlift (bitte am ""Behinderteneingang"" klingeln; Durchgang von Bundesbehörde zu Museum 80 c
rechts anfahrbare Behindertentoilette in der Bundesbehörde für die Unterlagen des Staatssicherheitsidenstes kann genutzt werden"
Bildung,"Mendelssohn-Haus mit Museum",vollständig,nein,ja,nein,"Goldschmidtstr. 12",04103,Leipzig,"täglich 10.00 - 18.00 Uhr
Führungen nach Voranmeldung
Tel. Museumskasse: 1 27 04 84
sonntags 11.00 Uhr Konzerte",12.383284,51.336288,33-mendelssohn-haus-mit-museum-goldschmidtstr.-12-04103-leipzig,nein,ja,0,nein,0,,ja,4,17,nein,nein,nein,ja,"Hofeingang mit Schräge, bitte vorher klingeln (Klingel an Mauer gegenüber Museumseingang)",ja,1172,66,122,nein,nein,nein,ja,"rechts an Grundstücksmauer gegenüber Eingang",nein,110,135,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,127,105,Kassenbereich,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,"1,05000000e+02",220,144,70,14,70,55,nein,ja,nein,ja,ja,"im EG Bibliothek mit Phonothek, Mediathek und Digitaler Bibliothek, Effektorium und Paternosterregal;
Mendelssohns Wohnung mit Musiksalon im 1.OG (Lift nur mit Personal nutzbar)
Behinderten-WC im 2. OG (s.Anga
Blindenführhunde können mitgebracht werden"
Bildung,"Museum der bildenden Künste Leipzig",vollständig,ja,nein,teilweise,"Katharinenstr. 10",04109,Leipzig,"Montag geschlossen;
Di  10.00 - 18.00 Uhr;
Mi  12.00 - 20.00 Uhr;
Do  10.00 - 18.00 Uhr;
Fr   10.00 - 18.00 Uhr;
Sa  10.00 - 18.00 Uhr
So  10.00 - 18.00 Uhr
feiertags 10.00 - 18.00 Uhr;

Der zweite Mittwoch im Monat ist eintrittsfrei!",12.3757553,51.3423734,34-museum-der-bildenden-kuenste-leipzig-katharinenstr.-10-04109-leipzig,ja,ja,7,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,95,nein,ja,nein,nein,nein,nein,nein,ja,0,157,nein,197,450,115,90,,ja,ja,nein,0,0,nein,nein,nein,91,ja,ja,"1,30000000e+02",143,205,70,112,70,91,nein,ja,nein,ja,ja,"Toilettenanlage mit Behinderten-WC im Untergeschoss mit halbautomatischem Türöffner; 
Aufzug rechts neben der Kasse;
Blindenführhund erlaubt"
Bildung,"Museum für Angewandte Kunst im Grassi",vollständig,ja,nein,vollständig,"Johannisplatz 5-11",04103,Leipzig,"Di - So und Feiertag  10.00 - 18.00 Uhr

Bibliothek:
Mi, Do  10 - 20 Uhr

Führung mit Gebärdensprachdolmetscher am 3.5.2012 ab 16.30 Uhr ""Vom Jugendstil bis zum Design der Gegenwart"" - Anmeldung bitte per Fax",12.3878496,51.3369175,35-museum-fuer-angewandte-kunst-im-grassi-johannisplatz-5-11-04103-leipzig,ja,ja,2,nein,0,,nein,0,0,nein,nein,nein,ja,"mit Lift rechts neben dem Haupteingang zum Hochparterre",nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,98,85,,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,"1,00000000e+01",150,170,70,110,60,90,nein,ja,ja,nein,ja,"ein Faltrollstuhl kann ausgeliehen werden; Behinderten-WC mit Babywickeltisch im EG; 
keine Tastobjekte für Blinde, Blindenführhund hat keinen Zutritt"
Bildung,"Museum für Druckkunst Leipzig",nein,nein,ja,nein,"Nonnenstr. 38",04229,Leipzig,"Mo - Fr  10 - 17 Uhr;
So  11 - 17 Uhr;
Führungen bitte anmelden",12.343595,51.3291332,36-museum-fuer-druckkunst-leipzig-nonnenstr.-38-04229-leipzig,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,ja,"über den Hof zum Hintereingang;",ja,24,6,107,nein,nein,nein,ja,,nein,0,91,nein,nein,nein,nein,ja,nein,nein,ja,0,114,nein,102,200,175,0,"Info im Foyer",ja,nein,nein,0,0,nein,nein,nein,80,ja,nein,"0,00000000e+00",72,150,56,104,56,18,nein,ja,ja,ja,ja,"Behinderten-Parkplatz etwa 50 m entfernt;
Aufzug wird vom Museumspersonal bedient;
Fühlen und Tasten der Gegenstände möglich, Zutritt für Blindenführhund; 
Erklärung auch in leichter Sprache mit kurzen Sätzen"
Bildung,"Musikinstrumentenmuseum der Universität Leipzig im Grassi",vollständig,nein,ja,vollständig,"Johannisplatz 5-11",04103,Leipzig,"Die - So  10 - 18 Uhr",12.3878496,51.3369175,37-musikinstrumentenmuseum-der-universitaet-leipzig-im-grassi-johannisplatz-5-11-04103-leipzig,ja,ja,2,nein,0,,nein,0,0,nein,nein,nein,ja,"mit Lift rechts neben dem Haupteingang;",nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,85,120,,ja,nein,nein,0,0,nein,nein,nein,92,ja,ja,"0,00000000e+00",150,170,70,95,70,95,nein,ja,nein,ja,ja,"Behinderten-WC im Erdgeschoss;
Blindenführhund kann mitgebracht werden"
Bildung,"Naturkundemuseum Leipzig",teilweise,nein,nein,nein,"Lortzingstr. 3",04105,Leipzig,"Mo geschlossen;
Di, Mi, Do  9.00 -16.30 Uhr; 
Fr  9.00 - 13.00 Uhr;
Sa und So: 10.00 - 16.00 Uhr",12.3702235,51.3456266,38-naturkundemuseum-leipzig-lortzingstr.-3-04105-leipzig,ja,ja,2,nein,0,,ja,5,20,nein,nein,ja,ja,"Hintereingang Lortzingstraße (Gebäuderückseite)",ja,784,60,150,ja,ja,nein,ja,"am Hintereingang links",nein,90,135,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,58,nein,nein,"0,00000000e+00",80,59,55,23,55,30,nein,ja,nein,ja,ja,"derzeit nur das Erdgeschoss nutzbar"
Bildung,"Sächsisches Apothekenmuseum Leipzig",nein,nein,ja,nein,"Thomaskirchhof 12",04109,Leipzig,"Montag geschlossen;
Di, Mi         11.00 - 17.00 Uhr;
Do              14.00 - 20.00 Uhr;
Fr, Sa, So  11.00 - 17.00 Uhr;",12.372853,51.3388267,39-saechsisches-apothekenmuseum-leipzig-thomaskirchhof-12-04109-leipzig,ja,ja,3,nein,0,Thomaskirchhof,nein,20,18,nein,ja,nein,ja,"Eingang Burgstraße 2, dann mit Aufzug (Türbreite 65 cm) zur 1.Etage,",nein,0,0,0,nein,nein,nein,ja,"Eingang Burgstr.",nein,140,65,nein,nein,nein,nein,ja,nein,nein,ja,0,65,nein,105,90,120,105,Gaststätte,ja,nein,nein,0,0,nein,nein,nein,55,ja,nein,"0,00000000e+00",95,95,55,35,55,24,nein,ja,nein,nein,ja,"Rollstuhlfahrer melden sich bitte in der Gaststätte oder telefonisch direkt im Museum an; im Museum mehrere Schwellen (3 - 5 cm Höhe) zwischen den Räumen"
Bildung,"Sächsisches Psychiatriemuseum",nein,nein,nein,nein,"Friesenstr. 7",04177,Leipzig,"Mi, Do, Fr, Sa  13.00 - 18.00 Uhr;",12.3295204,51.34091,40-saechsisches-psychiatriemuseum-friesenstr.-7-04177-leipzig,ja,ja,0,nein,0,,nein,,,ja,ja,nein,nein,,nein,0,0,0,nein,nein,nein,ja,,nein,135,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,70,140,70,,ja,nein,nein,0,0,nein,nein,nein,93,ja,ja,"0,00000000e+00",150,150,70,33,70,96,nein,ja,nein,nein,ja,
Bildung,"Sächsisches Staatsarchiv Leipzig",teilweise,nein,ja,nein,"Schongauer Str. 1",04329,Leipzig,"Mo, Di  8.00 - 16.00 Uhr
Mi, Do  8.00 - 18.00 Uhr
Fr          8.00 - 13.00 Uhr",12.473399,51.3456877,41-saechsisches-staatsarchiv-leipzig-schongauer-str.-1-04329-leipzig,ja,nein,0,ja,2,Tiefgarage,nein,4,15,nein,nein,nein,ja,"Rückseite des Gebäudes oder Tiefgarage",nein,0,0,0,nein,nein,nein,ja,"links neben Rückseite Eingangsbereich",ja,140,75,nein,nein,nein,nein,ja,nein,nein,ja,0,92,nein,95,207,120,115,,ja,ja,nein,0,0,nein,nein,nein,92,ja,ja,"1,30000000e+01",45,160,60,15,60,80,nein,ja,nein,nein,ja,"Behinderte ohne Begleitung werden vom Personal des Benutzerdienstes an der Tür auf der Rückseite des Gebäudes abgeholt und in den Benutzersaal begleitet. Die Abholung aus der Tiefgarage ist auch möglich.
Günstig ist vorherige Anmeldung unter 2 55 55 14"
Bildung,"Schillerhaus Leipzig - Gohlis",nein,nein,nein,nein,"Menckestr. 42",04155,Leipzig,"April - Oktober:
Di - So  10.00 - 17.00 Uhr
Nov. - März:
Mi - So 11.00 - 16.00 Uhr

Führungen: 
Jan. - Okt. Do 17.00 Uhr
Nov. / Dez.  Do 15.00 Uhr
Sa 15.00 Uhr
So 10.00 Uhr",12.3628899,51.3587831,42-schillerhaus-leipzig-gohlis-menckestr.-42-04155-leipzig,nein,nein,0,nein,0,,ja,4,14,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,"am Gartentor",ja,130,98,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,69,nein,nein,"0,00000000e+00",40,70,55,25,55,8,nein,nein,nein,nein,ja,"Klingel für Behinderte am Gartentor."
Bildung,"Sparkassenmuseum der Sparkasse Leipzig",vollständig,ja,nein,nein,"Schillerstr. 4 ",04109,Leipzig,"Di 15 - 17 Uhr;
Mi  10 - 13 Uhr und nach Vereinbarung",12.3765352,51.3371268,43-sparkassenmuseum-der-sparkasse-leipzig-schillerstr.-4-04109-leipzig,ja,ja,2,nein,0,,nein,0,0,nein,nein,nein,ja,"rechts neben Haupteingang",nein,0,0,0,nein,nein,nein,nein,,nein,0,183,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,115,113,,ja,nein,ja,0,0,nein,nein,nein,68,ja,nein,"0,00000000e+00",115,97,61,32,61,20,nein,nein,nein,nein,ja,"Aufzug nur mit Sparkassenpersonal nutzbar, bitte anmelden; Gänge im Museum 110 bzw 116 cm breit; 
öffentliches Behinderten-WC gegenüber der Sparkasse am Park"
Bildung,"Stadtarchiv Leipzig",teilweise,nein,ja,teilweise,"Torgauer Str. 74",04318,Leipzig,"Lesesaal:
Mo  9 - 15 Uhr
Di  10.00 - 18.00 Uhr
Mi  9.00 - 15.00 Uhr
Do  10.00 - 19.00 Uhr
Fr  geschlossen

Besichtigung der Ausstellungen:
ohne Voranmeldung während der Öffnungszeiten des Lesesaales",12.4203403,51.3475035,44-stadtarchiv-leipzig-torgauer-str.-74-04318-leipzig,ja,nein,0,ja,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,,ja,0,82,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,150,140,140,115,,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,"0,00000000e+00",145,140,70,20,70,80,nein,ja,nein,nein,ja,
Bildung,"Stadtgeschichtliches Museum Leipzig - Neubau",teilweise,ja,nein,vollständig,"Böttchergäßchen 3",04109,Leipzig,"Di - So und feiertags 10.00 - 18.00 Uhr;
freier Eintritt an jedem ersten Mittwoch im Monat",12.37643,51.34183,45-stadtgeschichtliches-museum-leipzig-neubau-boettchergaesschen-3-04109-leipzig,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,80,nein,nein,nein,nein,ja,nein,nein,ja,0,1001,nein,122,212,99,82,,ja,ja,nein,0,0,nein,nein,nein,96,ja,ja,"8,00000000e+00",150,200,70,96,70,95,ja,nein,nein,ja,ja,"Parkmöglichkeit in den umliegenden Parkhäusern;
Tür (80cm) öffnet sich durch tastbaren Türöffner - bei Bedarf ist die Tür auf 160 cm öffenbar;
Behinderten-WC im Untergeschoss;
Blindenführhunde können mitgeführt werden;
auch Ausstellungen für Blinde"
Bildung,"Völkerkundemuseum zu Leipzig im Grassi",vollständig,nein,ja,vollständig,"Johannisplatz 5-11",04103,Leipzig,"Ausstellung:
Di - So  10 - 18 Uhr;
feiertags 10 - 18 Uhr außer Heilig Abend und Silvester

Bibliothek (bitte anmelden unter 97 31 919):
Mo 13 - 18 Uhr,
Di  10 - 14 Uhr,
Mi  13 - 18 Uhr,
Do  13 - 19 Uhr;

an jedem 1. Do im Quartal öffentliche Führung mit Gebärdensprachdolmetscher - 
jeweils ab 16.00 Uhr - bitte anmelden

an jedem 3. Mi am Quartalsende öffentliche Führung für Besucher mit Sehbehinderung",12.3878496,51.3369175,46-voelkerkundemuseum-zu-leipzig-im-grassi-johannisplatz-5-11-04103-leipzig,ja,ja,2,nein,0,,nein,0,0,nein,nein,nein,ja,"mit Lift rechts neben dem Haupteingang",nein,0,0,0,nein,nein,nein,nein,,nein,0,90,nein,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,140,85,120,,ja,nein,nein,0,0,nein,nein,nein,92,ja,ja,"1,00000000e+01",150,170,70,95,70,95,nein,ja,ja,ja,ja,"Behinderten-WC im Erdgeschoss;
3. Etage nicht mit Lift erreichbar;
Faltblatt in Brailleschrift und einige Tastmodelle speziell für Blinde, Blindenführhund erlaubt;"
Bildung,Völkerschlachtdenkmal,nein,ja,nein,nein,,04299,Leipzig,,,,47-voelkerschlachtdenkmal-04299-leipzig,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,"0,00000000e+00",0,0,0,0,0,0,nein,nein,nein,ja,nein,
Bildung,"Zeitgeschichtliches Forum Leipzig",vollständig,ja,nein,teilweise,"Grimmaische Str. 6",04109,Leipzig,"Di - Fr  9.00 - 18.00 Uhr;
Sa, So, feiertags  10.00 - 18.00 Uhr;
Eintritt frei",12.3756999,51.3400001,48-zeitgeschichtliches-forum-leipzig-grimmaische-str.-6-04109-leipzig,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,"rechte Eingangstür",ja,120,170,nein,nein,nein,nein,nein,ja,nein,ja,0,130,nein,139,264,85,85,,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,"4,00000000e+01",200,209,70,90,70,20,nein,ja,nein,ja,nein,"1 ausleihbarer Rollstuhl für gehbehinderte Besucher 
(Voranmeldung erwünscht); Leitfaden für Rollstuhlfahrer durch die Dauerausstellung;
Blindenführhund kann mitgebracht werden;
Beh.-WC in der III. Etage"
Bildung,"Aktive Senioren Leipzig e.V.",nein,nein,nein,nein,"Döllingstr. 31",04328,Leipzig,"Mo -  Fr  8.00  - 16.00 Uhr

Gaststätte:
Mo - Fr  11.00 - 14.00 Uhr und 17.00 - 22.00 Uhr

Kegelbahn nach Absprache",12.45101,51.34775,49-aktive-senioren-leipzig-e.v.-doellingstr.-31-04328-leipzig,ja,ja,,nein,0,,ja,3,15,ja,ja,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,75,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,,,nein,nein,nein,54,nein,nein,"0,00000000e+00",0,0,0,0,0,0,nein,nein,nein,nein,ja,
